https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Jun 02, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"May 28, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jun 02, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,3,"Nov 30, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Aug 08, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jan 11, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Jan 22, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Mar 28, 2015"
https://www.goodreads.com/book/show/19486412-big-little-lies,3,"Jun 13, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Sep 21, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"May 02, 2015"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jun 12, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,3,"Jun 03, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Oct 29, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,3,"Aug 17, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Apr 17, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jan 27, 2018"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Dec 02, 2016"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jun 19, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Jul 08, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"May 11, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Oct 21, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"May 02, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Jul 01, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Apr 11, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Jun 30, 2015"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Sep 21, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,2,"Aug 07, 2014"
https://www.goodreads.com/book/show/19486412-big-little-lies,5,"Apr 25, 2017"
https://www.goodreads.com/book/show/19486412-big-little-lies,4,"Jan 15, 2017"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,2,"Oct 16, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,1,"Nov 05, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,5,"Jul 28, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,5,"Dec 06, 2014"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,3,"Dec 21, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,5,"Aug 14, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,1,"Jan 02, 2014"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,2,"Oct 07, 2013"
https://www.goodreads.com/book/show/17802724-the-husband-s-secret,1,"Sep 27, 2013"
